cell_id,time_bucket,temp_c,feels_like_c,precipitation_type,precipitation_mm,snow_depth_cm,wind_speed_ms,wind_gust_ms,humidity_pct,pressure_hpa,visibility_m
55.84_37.34,2022-09-19 19:00:00,9.3,3.7992783,rain,0.2,0.0,32.949345,61.56,87.317535,970.91144,
55.84_37.35,2022-09-19 20:00:00,9.25,3.74092,rain,0.5,0.0,33.510952,62.639996,89.424644,972.1808,
55.84_37.35,2022-09-19 21:00:00,9.3,3.7974405,rain,0.9,0.0,33.636406,65.159996,89.73386,973.94617,
55.84_37.35,2022-09-25 18:00:00,7.25,5.964983,none,0.0,0.0,2.1897945,3.6,92.72349,983.6243,
55.84_37.35,2022-10-13 11:00:00,8.4,5.2851954,none,0.0,0.0,12.229406,28.8,76.19292,1002.18317,
55.84_37.35,2022-11-10 12:00:00,6.95,3.055427,none,0.0,0.0,19.09358,41.760002,90.48674,997.61694,
55.84_37.35,2022-11-14 14:00:00,0.7,-4.7151804,none,0.0,0.0,15.986593,33.839996,52.177677,1004.7089,
55.84_37.35,2023-01-22 18:00:00,-3.35,-7.0452905,none,0.0,29.0,6.638072,12.24,91.744965,1016.79016,
55.84_37.37,2022-08-19 16:00:00,25.8,22.162825,none,0.0,0.0,26.111792,48.6,38.358734,1004.5962,
55.84_37.37,2022-09-15 23:00:00,8.9,6.89653,none,0.0,0.0,9.3876505,15.84,91.24731,981.0266,
55.84_37.37,2022-10-20 08:00:00,4.7,2.0000715,none,0.0,0.0,8.089993,14.4,91.92844,993.1913,
55.84_37.37,2023-01-11 16:00:00,-10.3,-17.553856,snow,0.1,37.0,25.567604,45.36,74.58435,1011.319,
55.84_37.37,2023-03-09 07:00:00,-4.55,-11.148582,none,0.0,49.0,24.063513,43.56,76.52755,975.98,
55.84_37.37,2023-03-20 10:00:00,0.4,-3.362373,none,0.0,42.0,7.342588,15.4800005,71.2557,999.7269,
55.84_37.38,2022-08-16 19:00:00,26.05,24.751238,none,0.0,0.0,13.684735,27.72,42.294743,1001.09534,
55.84_37.38,2022-08-30 22:00:00,19.15,19.487806,none,0.0,0.0,12.10157,20.519999,82.50679,988.14685,
55.84_37.38,2022-12-14 06:00:00,-5.35,-9.625433,snow,0.2,25.0,9.107359,21.599998,91.26107,982.0349,
55.84_37.38,2023-01-03 18:00:00,3.05,-1.3962345,rain,0.5,38.0,17.935081,32.399998,91.49673,981.6299,
55.84_37.39,2023-01-30 04:00:00,-4.0,-8.912923,none,0.0,30.000002,14.336861,24.84,90.32288,990.1065,
55.84_37.4,2022-12-24 22:00:00,-0.05,-4.6845403,none,0.0,37.0,15.7908325,28.08,90.62066,992.20135,
