year,month,season,day_of_week,time_of_day,is_weekend,dtp_count,dead_total,injured_total,dead_children_total,injured_children_total,pct_speed_viol,pct_priority_viol,pct_bad_road,pct_pedestrian,pct_night,pct_severity_fatal
2022,6,Лето,6,Ночь (22–6),True,22,3,22,0,3,0.22727272727272727,0.09090909090909091,0.09090909090909091,0.2727272727272727,1.0,0.13636363636363635
2022,6,Лето,6,Утро (6–12),True,9,0,11,0,0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0
2022,7,Лето,0,Вечер (18–22),False,15,0,18,0,2,0.0,0.0,0.26666666666666666,0.3333333333333333,0.0,0.0
2022,7,Лето,0,День (12–18),False,29,0,31,0,6,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.27586206896551724,0.0,0.0
2022,7,Лето,0,Ночь (22–6),False,12,0,15,0,1,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.0
2022,7,Лето,0,Утро (6–12),False,25,0,30,0,0,0.08,0.08,0.04,0.08,0.0,0.0
2022,7,Лето,1,Вечер (18–22),False,26,1,29,0,4,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.38461538461538464,0.0,0.038461538461538464
2022,7,Лето,1,День (12–18),False,32,0,33,0,4,0.0625,0.0,0.03125,0.375,0.0,0.0
2022,7,Лето,1,Ночь (22–6),False,16,2,20,0,1,0.125,0.0,0.0625,0.125,1.0,0.125
2022,7,Лето,1,Утро (6–12),False,19,0,19,0,1,0.0,0.05263157894736842,0.05263157894736842,0.3157894736842105,0.0,0.0
2022,7,Лето,2,Вечер (18–22),False,25,1,29,0,4,0.08,0.12,0.16,0.24,0.0,0.04
2022,7,Лето,2,День (12–18),False,34,1,35,0,3,0.029411764705882353,0.058823529411764705,0.08823529411764706,0.2647058823529412,0.0,0.029411764705882353
2022,7,Лето,2,Ночь (22–6),False,12,1,12,0,1,0.08333333333333333,0.08333333333333333,0.0,0.4166666666666667,1.0,0.08333333333333333
2022,7,Лето,2,Утро (6–12),False,20,0,20,0,0,0.05,0.0,0.05,0.15,0.0,0.0
2022,7,Лето,3,Вечер (18–22),False,14,1,17,0,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.35714285714285715,0.0,0.07142857142857142
2022,7,Лето,3,День (12–18),False,29,1,35,0,5,0.13793103448275862,0.06896551724137931,0.13793103448275862,0.27586206896551724,0.0,0.034482758620689655
2022,7,Лето,3,Ночь (22–6),False,12,3,12,0,0,0.25,0.08333333333333333,0.08333333333333333,0.3333333333333333,1.0,0.16666666666666666
2022,7,Лето,3,Утро (6–12),False,28,1,34,0,2,0.03571428571428571,0.0,0.03571428571428571,0.14285714285714285,0.0,0.03571428571428571
2022,7,Лето,4,Вечер (18–22),False,35,3,39,0,7,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.2571428571428571,0.0,0.08571428571428572
2022,7,Лето,4,День (12–18),False,39,3,38,0,2,0.10256410256410256,0.02564102564102564,0.10256410256410256,0.1282051282051282,0.0,0.07692307692307693
2022,7,Лето,4,Ночь (22–6),False,18,1,18,0,3,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.3333333333333333,1.0,0.05555555555555555
