dtp_id,moment_date,year,month,day_of_week,hour,time_of_day,season,is_weekend,is_night,is_rush_hour,type_code,type_name_decoded,type_group,severity,dead_count,injured_count,dead_children_count,injured_children_count,vehicles_count,participant_count,area_id,district_id,source_year,place_latitude,place_longitude,road_type_code,street_name,road_name,road_loc,traffic_lane_amount,srf_code,road_sign_code
575113827,2023-09-25,2023,9,0,20,Вечер (18–22),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,9,16,input/2023,55.620309,37.657217,,Бакинская ул,,,3.0,Асфальтобетонное,
575023427,2023-09-25,2023,9,0,21,Вечер (18–22),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,1,2,2,6,123,input/2023,55.849554,37.432201,,Яна Райниса б-р,,,2.0,Асфальтобетонное,
575155827,2023-09-25,2023,9,0,7,Утро (6–12),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,2,33,input/2023,55.670648,37.494755,,Лобачевского ул,,,7.0,Асфальтобетонное,
575031627,2023-09-26,2023,9,1,5,Ночь (22–6),Осень,False,True,False,1,Столкновение ТС,Столкновение,Гибель,1,0,0,0,3,2,1,49,input/2023,55.759124,37.756437,,Энтузиастов ш,,,3.0,Асфальтобетонное,
575142427,2023-09-26,2023,9,1,21,Вечер (18–22),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,1,2,2,2,127,input/2023,55.715786,37.536249,,Косыгина ул,,,6.0,Асфальтобетонное,
575204627,2023-09-26,2023,9,1,17,День (12–18),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,5,40,input/2023,55.814533,37.647818,,,,,1.0,Асфальтобетонное,
575096027,2023-09-26,2023,9,1,13,День (12–18),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,11,18,input/2023,55.658454,37.586356,,,,,1.0,Асфальтобетонное,
575232227,2023-09-26,2023,9,1,20,Вечер (18–22),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,1,49,input/2023,55.748583,37.742769,,Перовская ул,Северо-Восточная хорда (СВХ),11.0,2.0,Асфальтобетонное,
575119027,2023-09-26,2023,9,1,14,День (12–18),Осень,False,False,False,8,Наезд на животное,Прочее,Ранение,0,1,0,0,1,2,11,18,input/2023,55.661529,37.611068,,Симферопольский б-р,,,4.0,Асфальтобетонное,
575125427,2023-09-26,2023,9,1,18,Вечер (18–22),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,8,95,input/2023,55.739923,37.616286,,Якиманский проезд,,,4.0,Асфальтобетонное,
575141827,2023-09-26,2023,9,1,22,Ночь (22–6),Осень,False,True,False,8,Наезд на животное,Прочее,Ранение,0,1,0,0,1,2,6,123,input/2023,55.833512,37.408544,,Походный проезд,,,4.0,Асфальтобетонное,
575107627,2023-09-26,2023,9,1,14,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,4,23,input/2023,55.777448,37.514384,,,,,2.0,Асфальтобетонное,
575538827,2023-09-26,2023,9,1,15,День (12–18),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,1,1,2,1,150,input/2023,55.786619,37.732286,,,,,1.0,Асфальтобетонное,
575376427,2023-09-26,2023,9,1,21,Вечер (18–22),Осень,False,False,False,8,Наезд на животное,Прочее,Ранение,0,1,0,0,1,2,1,22,input/2023,55.751439,37.819104,,Зелёный пр-кт,,,4.0,Асфальтобетонное,
575129827,2023-09-26,2023,9,1,15,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,2,0,0,2,3,11,10,input/2023,55.631108,37.482084,,Тёплый Стан ул,,,4.0,Асфальтобетонное,
576170227,2023-09-26,2023,9,1,14,День (12–18),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,4,143,input/2023,55.844446,37.502271,,Смольная ул,,,1.0,Асфальтобетонное,
575141427,2023-09-26,2023,9,1,20,Вечер (18–22),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,12,154,input/2023,55.761086,37.351992,,,Рублево-Успенское шоссе,2.0,2.0,Асфальтобетонное,
575300427,2023-09-26,2023,9,1,8,Утро (6–12),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,10,136,input/2023,55.747949,37.727791,,Пруд Ключики ул,,,6.0,Асфальтобетонное,
575060827,2023-09-26,2023,9,1,8,Утро (6–12),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,2,127,input/2023,55.718167,37.520263,,Мосфильмовская ул,,,5.0,Асфальтобетонное,
578630227,2023-09-26,2023,9,1,11,Утро (6–12),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,1,49,input/2023,55.750479,37.761995,,Плеханова ул,,,4.0,Асфальтобетонное,
575118427,2023-09-26,2023,9,1,17,День (12–18),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,1,1,2,3,24,input/2023,55.996845,37.219319,,Яблоневая аллея,,,2.0,Асфальтобетонное,
576018027,2023-09-26,2023,9,1,18,Вечер (18–22),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,8,134,input/2023,55.76265,37.600654,,,,,0.0,Иной вид покрытия,
575270627,2023-09-26,2023,9,1,19,Вечер (18–22),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,3,3,9,32,input/2023,55.663541,37.61355,,Симферопольский проезд,,,4.0,Асфальтобетонное,
575174827,2023-09-27,2023,9,2,9,Утро (6–12),Осень,False,False,True,6,Конфликт с велотранспортом,Велосипедный / СИМ конфликт,Ранение,0,1,0,0,2,2,6,57,input/2023,55.801438,37.40113,,,,,2.0,Асфальтобетонное,
575181227,2023-09-27,2023,9,2,10,Утро (6–12),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,2,0,0,3,4,1,118,input/2023,55.730578,37.776994,,,Северо-Восточная хорда (СВХ),9.0,4.0,Асфальтобетонное,
575171227,2023-09-27,2023,9,2,9,Утро (6–12),Осень,False,False,True,6,Конфликт с велотранспортом,Велосипедный / СИМ конфликт,Ранение,0,1,0,0,2,2,11,18,input/2023,55.662607,37.577742,,Севастопольский пр-кт,,,6.0,Асфальтобетонное,
575191227,2023-09-27,2023,9,2,10,Утро (6–12),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,2,0,0,2,2,4,139,input/2023,55.842832,37.533653,,Черепановых проезд,,,2.0,Асфальтобетонное,
575202027,2023-09-27,2023,9,2,13,День (12–18),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,2,0,1,1,3,2,55,input/2023,55.790606,37.356037,,Василия Ботылева ул,,,2.0,Асфальтобетонное,
575211627,2023-09-27,2023,9,2,14,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,2,0,1,2,4,4,104,input/2023,55.797663,37.583885,,Бутырская ул,,,9.0,Асфальтобетонное,
575249827,2023-09-27,2023,9,2,14,День (12–18),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,10,41,input/2023,55.692391,37.72218,,,,,1.0,Асфальтобетонное,
575225827,2023-09-27,2023,9,2,16,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,3,4,1,31,input/2023,55.794382,37.699424,,Стромынка ул,,,3.0,Асфальтобетонное,
575200227,2023-09-27,2023,9,2,13,День (12–18),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,3,144,input/2023,55.984273,37.157865,,,,,1.0,Асфальтобетонное,
575222827,2023-09-27,2023,9,2,15,День (12–18),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Гибель,1,0,0,0,1,2,5,93,input/2023,55.87141,37.652013,,,,,0.0,Грунтовое,
575271627,2023-09-27,2023,9,2,22,Ночь (22–6),Осень,False,True,False,3,Наезд на стоящее ТС,Наезд на ТС,Ранение,0,1,0,0,2,1,10,2,input/2023,55.706532,37.804674,,,,,2.0,Асфальтобетонное,
575296227,2023-09-27,2023,9,2,17,День (12–18),Осень,False,False,True,6,Конфликт с велотранспортом,Велосипедный / СИМ конфликт,Ранение,0,1,0,0,2,2,5,42,input/2023,55.897147,37.622198,,,,,1.0,Асфальтобетонное,
575178627,2023-09-27,2023,9,2,9,Утро (6–12),Осень,False,False,True,6,Конфликт с велотранспортом,Велосипедный / СИМ конфликт,Ранение,0,1,0,0,2,2,9,3,input/2023,55.632508,37.618893,,Варшавское ш,,,5.0,Асфальтобетонное,
575467627,2023-09-27,2023,9,2,16,День (12–18),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,1,118,input/2023,55.716904,37.820016,,,,,1.0,Асфальтобетонное,
575422827,2023-09-27,2023,9,2,11,Утро (6–12),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,8,95,input/2023,55.721681,37.60051,,,,,5.0,Асфальтобетонное,
575386227,2023-09-27,2023,9,2,15,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,4,12,input/2023,55.873559,37.463712,,Валдайский проезд,,,4.0,Асфальтобетонное,
575170227,2023-09-27,2023,9,2,8,Утро (6–12),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,1,1,2,9,87,input/2023,55.718983,37.629107,,3-й Павловский пер,,,1.0,Асфальтобетонное,
575251027,2023-09-27,2023,9,2,19,Вечер (18–22),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Гибель,1,0,0,0,1,2,5,68,input/2023,55.899794,37.548287,,Лианозовский проезд,,,4.0,Асфальтобетонное,
575268427,2023-09-27,2023,9,2,20,Вечер (18–22),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,2,0,1,1,2,7,70,input/2023,55.627703,37.438998,,Адмирала Корнилова (п Московский) ул,,,4.0,Асфальтобетонное,
575320227,2023-09-27,2023,9,2,8,Утро (6–12),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,6,19,input/2023,55.784779,37.481897,,Народного Ополчения ул,Северо-Западная Хорда (СЗХ),0.0,5.0,Асфальтобетонное,
575255027,2023-09-27,2023,9,2,13,День (12–18),Осень,False,False,False,3,Наезд на стоящее ТС,Наезд на ТС,Ранение,0,1,0,0,3,3,4,23,input/2023,55.799954,37.53288,,Ленинградский пр-кт,,,5.0,Асфальтобетонное,
575282027,2023-09-27,2023,9,2,20,Вечер (18–22),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,3,3,1,69,input/2023,55.803199,37.782272,,3-я Парковая ул,,,3.0,Асфальтобетонное,
575275427,2023-09-27,2023,9,2,23,Ночь (22–6),Осень,False,True,False,1,Столкновение ТС,Столкновение,Ранение,0,2,0,0,2,3,4,120,input/2023,55.873788,37.547418,,Дмитровское ш,,,5.0,Асфальтобетонное,
575688627,2023-09-27,2023,9,2,10,Утро (6–12),Осень,False,False,False,6,Конфликт с велотранспортом,Велосипедный / СИМ конфликт,Ранение,0,1,0,0,2,2,5,140,input/2023,55.805713,37.582834,,Бутырская ул,,,2.0,Асфальтобетонное,
575991827,2023-09-27,2023,9,2,20,Вечер (18–22),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,2,102,input/2023,55.763742,37.487862,,,,,1.0,Иной вид покрытия,
576195627,2023-09-27,2023,9,2,7,Утро (6–12),Осень,False,False,True,8,Наезд на животное,Прочее,Ранение,0,2,0,1,1,3,6,114,input/2023,55.851156,37.406495,,Героев Панфиловцев ул,,,2.0,Асфальтобетонное,
575216227,2023-09-27,2023,9,2,14,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,7,147,input/2023,55.555573,37.491505,,Александры Монаховой ул,,,4.0,Асфальтобетонное,
575218427,2023-09-27,2023,9,2,13,День (12–18),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,11,66,input/2023,55.611123,37.546989,,,,,1.0,Асфальтобетонное,
575685027,2023-09-27,2023,9,2,7,Утро (6–12),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,9,43,input/2023,55.585282,37.598197,,Варшавское ш,,,4.0,Асфальтобетонное,
575275827,2023-09-27,2023,9,2,23,Ночь (22–6),Осень,False,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,8,84,input/2023,55.756686,37.629863,,Новая пл,,,7.0,Асфальтобетонное,
575250827,2023-09-27,2023,9,2,19,Вечер (18–22),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,1,22,input/2023,55.753238,37.806519,,Зелёный пр-кт,,,4.0,Асфальтобетонное,
575262427,2023-09-27,2023,9,2,18,Вечер (18–22),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,1,1,2,4,120,input/2023,55.87643,37.535756,,800-летия Москвы ул,,,1.0,Асфальтобетонное,
582472227,2023-09-27,2023,9,2,10,Утро (6–12),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,4,59,input/2023,55.813328,37.577899,,Дмитровское ш,,,4.0,Асфальтобетонное,
575222227,2023-09-27,2023,9,2,6,Утро (6–12),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,4,4,1,49,input/2023,55.75162,37.740022,,Энтузиастов ш,Северо-Восточная хорда (СВХ),29.0,3.0,Асфальтобетонное,
575562027,2023-09-27,2023,9,2,18,Вечер (18–22),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,1,30,input/2023,55.708068,37.903969,,1-й Красковский проезд,,,4.0,Асфальтобетонное,
575173827,2023-09-27,2023,9,2,7,Утро (6–12),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,7,80,input/2023,55.50968,37.344021,,4-я Ватутинская (п Десеновское) ул,,,2.0,Асфальтобетонное,
575222027,2023-09-27,2023,9,2,15,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,4,104,input/2023,55.804175,37.573725,,Башиловская ул,,,3.0,Асфальтобетонное,
575239427,2023-09-27,2023,9,2,17,День (12–18),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,4,82,input/2023,55.88719,37.544135,,Дмитровское ш,,,2.0,Асфальтобетонное,
575241827,2023-09-27,2023,9,2,18,Вечер (18–22),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,1,1,2,2,113,input/2023,55.724635,37.46037,,Кременчугская ул,,,1.0,Асфальтобетонное,
575283827,2023-09-28,2023,9,3,1,Ночь (22–6),Осень,False,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,1,31,input/2023,55.793736,37.65049,,,Третье транспортное кольцо - внешняя сторона,169.0,4.0,Асфальтобетонное,
575385227,2023-09-28,2023,9,3,21,Вечер (18–22),Осень,False,False,False,1,Столкновение ТС,Столкновение,Гибель,1,0,0,0,2,2,10,117,input/2023,55.681462,37.779998,,Ставропольская ул,,,2.0,Асфальтобетонное,
575409827,2023-09-28,2023,9,3,21,Вечер (18–22),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,3,4,4,12,input/2023,55.88287,37.459463,,,Московская кольцевая автомобильная дорога (МКАД) внешняя сторона,76.0,5.0,Асфальтобетонное,
575386427,2023-09-28,2023,9,3,23,Ночь (22–6),Осень,False,True,False,5,Наезд на пешехода,Пешеходный конфликт,Гибель,1,0,0,0,1,2,1,49,input/2023,55.739391,37.76016,,,Северо-Восточная хорда (СВХ),1.0,3.0,Асфальтобетонное,
575385427,2023-09-28,2023,9,3,20,Вечер (18–22),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,3,4,9,87,input/2023,55.704519,37.637529,,,Третье транспортное кольцо - внутренняя сторона,6.0,5.0,Асфальтобетонное,
575342827,2023-09-28,2023,9,3,14,День (12–18),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,9,87,input/2023,55.707893,37.655371,,,,,2.0,Асфальтобетонное,
575477027,2023-09-28,2023,9,3,23,Ночь (22–6),Осень,False,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,10,117,input/2023,55.66889,37.764001,,Белореченская ул,,,4.0,Асфальтобетонное,
575373227,2023-09-28,2023,9,3,17,День (12–18),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,10,98,input/2023,55.719636,37.729057,,,Юго-Восточная Хорда (ЮВХ),5.0,3.0,Асфальтобетонное,
575389427,2023-09-28,2023,9,3,23,Ночь (22–6),Осень,False,True,False,5,Наезд на пешехода,Пешеходный конфликт,Гибель,1,0,0,0,2,2,6,123,input/2023,55.844747,37.446191,,,,,1.0,Асфальтобетонное,
575381827,2023-09-28,2023,9,3,16,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,4,139,input/2023,55.817926,37.520526,,Клары Цеткин ул,,,2.0,Асфальтобетонное,
575505827,2023-09-28,2023,9,3,20,Вечер (18–22),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,4,23,input/2023,55.790745,37.543706,,,,,1.0,Асфальтобетонное,
575282827,2023-09-28,2023,9,3,3,Ночь (22–6),Осень,False,True,False,4,Наезд на препятствие,Наезд на препятствие,Ранение,0,1,0,0,1,1,2,7,input/2023,55.732138,37.494434,,Кутузовский пр-кт,,,6.0,Асфальтобетонное,
575295227,2023-09-28,2023,9,3,8,Утро (6–12),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,1,1,2,4,89,input/2023,55.80833,37.512624,,Балтийская ул,,,2.0,Асфальтобетонное,
575429827,2023-09-28,2023,9,3,21,Вечер (18–22),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,3,4,1,20,input/2023,55.789083,37.746261,,Измайловское ш,,,4.0,Асфальтобетонное,
575374827,2023-09-28,2023,9,3,19,Вечер (18–22),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,3,2,4,120,input/2023,55.863328,37.549346,,Дмитровское ш,,,5.0,Асфальтобетонное,
575376827,2023-09-28,2023,9,3,20,Вечер (18–22),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,4,143,input/2023,55.854053,37.501149,,Флотская ул,,,4.0,Асфальтобетонное,
575306227,2023-09-28,2023,9,3,10,Утро (6–12),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,4,50,input/2023,55.778148,37.55142,,,,,1.0,Асфальтобетонное,
575378027,2023-09-28,2023,9,3,19,Вечер (18–22),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,5,105,input/2023,55.926798,37.547075,,Дмитровское ш,,,5.0,Асфальтобетонное,
575386627,2023-09-28,2023,9,3,22,Ночь (22–6),Осень,False,True,False,6,Конфликт с велотранспортом,Велосипедный / СИМ конфликт,Ранение,0,1,0,0,2,2,1,150,input/2023,55.774672,37.724411,,,,,1.0,Асфальтобетонное,
582255627,2023-09-28,2023,9,3,16,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,5,40,input/2023,55.825973,37.650093,,Мира пр-кт,,,2.0,Асфальтобетонное,
575366227,2023-09-28,2023,9,3,17,День (12–18),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,1,1,2,6,123,input/2023,55.843585,37.43793,,Фабрициуса ул,,,4.0,Асфальтобетонное,
575380427,2023-09-28,2023,9,3,17,День (12–18),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,10,125,input/2023,55.649705,37.744195,,Люблинская ул,,,4.0,Асфальтобетонное,
575981027,2023-09-28,2023,9,3,9,Утро (6–12),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,9,141,input/2023,55.622,37.75081,,,,,1.0,Асфальтобетонное,
575406227,2023-09-29,2023,9,4,7,Утро (6–12),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,9,27,input/2023,55.614754,37.619137,,1-й Дорожный проезд,,,2.0,Асфальтобетонное,
575484827,2023-09-29,2023,9,4,15,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,3,0,0,2,3,9,96,input/2023,55.580783,37.638345,,Булатниковская ул,,,3.0,Асфальтобетонное,
575413627,2023-09-29,2023,9,4,8,Утро (6–12),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,1,1,2,6,37,input/2023,55.895685,37.397976,,Соловьиная Роща ул,,,2.0,Асфальтобетонное,
575431027,2023-09-29,2023,9,4,11,Утро (6–12),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,8,134,input/2023,55.754554,37.522666,,Шмитовский проезд,,,1.0,Асфальтобетонное,
575448827,2023-09-29,2023,9,4,12,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,9,141,input/2023,55.616655,37.743852,,Мусы Джалиля ул,,,1.0,Асфальтобетонное,
575557227,2023-09-29,2023,9,4,22,Ночь (22–6),Осень,False,True,False,1,Столкновение ТС,Столкновение,Ранение,0,2,0,0,2,3,10,41,input/2023,55.6481,37.697643,,Проектируемый 4294-й проезд,,,3.0,Асфальтобетонное,
575560427,2023-09-29,2023,9,4,9,Утро (6–12),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,10,137,input/2023,55.695021,37.936016,,,,,1.0,Асфальтобетонное,
575416827,2023-09-29,2023,9,4,8,Утро (6–12),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,9,43,input/2023,55.595638,37.594722,,Академика Янгеля ул,,,3.0,Асфальтобетонное,
575493027,2023-09-29,2023,9,4,20,Вечер (18–22),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,2,0,0,3,3,8,6,input/2023,55.733164,37.624332,,Большая Ордынка ул,,,2.0,Асфальтобетонное,
575458027,2023-09-29,2023,9,4,15,День (12–18),Осень,False,False,False,6,Конфликт с велотранспортом,Велосипедный / СИМ конфликт,Ранение,0,1,0,0,2,2,8,73,input/2023,55.7497,37.655693,,Земляной Вал ул,,,2.0,Асфальтобетонное,
575500227,2023-09-29,2023,9,4,23,Ночь (22–6),Осень,False,True,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,8,29,input/2023,55.751113,37.591009,,Средний Николопесковский пер,,,2.0,Асфальтобетонное,
575524227,2023-09-29,2023,9,4,8,Утро (6–12),Осень,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,3,3,9,43,input/2023,55.607445,37.623239,,Дорожная ул,,,8.0,Асфальтобетонное,
575408027,2023-09-29,2023,9,4,7,Утро (6–12),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,1,1,2,6,37,input/2023,55.89945,37.380984,,Юровская ул,,,2.0,Асфальтобетонное,
575463227,2023-09-29,2023,9,4,14,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,1,2,2,9,3,input/2023,55.637589,37.589529,,Северное Чертаново мкр,,,2.0,Асфальтобетонное,
575647027,2023-09-29,2023,9,4,14,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,3,2,5,103,input/2023,55.82519,37.645705,,Мира пр-кт,,,4.0,Асфальтобетонное,
575844427,2023-09-29,2023,9,4,8,Утро (6–12),Осень,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,8,134,input/2023,55.756806,37.559381,,Рочдельская ул,,,1.0,Асфальтобетонное,
578922827,2023-09-29,2023,9,4,14,День (12–18),Осень,False,False,False,8,Наезд на животное,Прочее,Ранение,0,1,0,0,1,2,1,8,input/2023,55.793495,37.81831,,Первомайская ул,,,2.0,Цементобетонное,
575495627,2023-09-29,2023,9,4,21,Вечер (18–22),Осень,False,False,False,4,Наезд на препятствие,Наезд на препятствие,Ранение,0,6,0,2,1,7,8,134,input/2023,55.757301,37.597049,,Большая Никитская ул,,,5.0,Асфальтобетонное,
575819827,2023-09-29,2023,9,4,20,Вечер (18–22),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,3,3,11,119,input/2023,55.583479,37.562047,,,Московская кольцевая автомобильная дорога (МКАД) внешняя сторона,36.0,6.0,Асфальтобетонное,
575491027,2023-09-29,2023,9,4,21,Вечер (18–22),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,6,114,input/2023,55.852577,37.407417,,Героев Панфиловцев ул,,,2.0,Асфальтобетонное,
575853827,2023-09-29,2023,9,4,12,День (12–18),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,6,123,input/2023,55.837566,37.438488,,Лодочная ул,,,2.0,Асфальтобетонное,
575981627,2023-09-29,2023,9,4,16,День (12–18),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,3,9,135,input/2023,55.642924,37.668128,,,,,1.0,Асфальтобетонное,
575458427,2023-09-29,2023,9,4,12,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,10,125,input/2023,55.663922,37.763132,,Перерва ул,,,1.0,Асфальтобетонное,
579859827,2023-09-29,2023,9,4,11,Утро (6–12),Осень,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,1,49,input/2023,55.763477,37.793065,,,,,1.0,Асфальтобетонное,
575493427,2023-09-29,2023,9,4,20,Вечер (18–22),Осень,False,False,False,8,Наезд на животное,Прочее,Ранение,0,1,0,0,1,2,8,63,input/2023,55.77259,37.632551,,Малая Сухаревская пл,,,2.0,Асфальтобетонное,
575530227,2023-09-29,2023,9,4,22,Ночь (22–6),Осень,False,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,9,43,input/2023,55.597643,37.624173,,,,,4.0,Асфальтобетонное,
575498027,2023-09-29,2023,9,4,20,Вечер (18–22),Осень,False,False,False,6,Конфликт с велотранспортом,Велосипедный / СИМ конфликт,Ранение,0,1,0,0,2,2,8,73,input/2023,55.742176,37.654726,,Таганская пл,,,5.0,Асфальтобетонное,
575503427,2023-09-29,2023,9,4,14,День (12–18),Осень,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,12,154,input/2023,55.682103,37.275538,,,Рублево-Успенское шоссе,8.0,2.0,Асфальтобетонное,
